Symbol,DY,PB,PCYH,PCYL,PE,PEG,PS,SR,SECTOR
LDL,0.0,3.0,-0.2236,0.35969999999999996,21.89,0.98,1.43,1.21,Capital Goods
WLH,0.0,1.07,-0.0636,0.6242,21.61,1.21,0.53,9.02,Capital Goods
LYB,4.21,5.03,-0.1732,0.1563,9.24,-2.94,1.05,3.3,Basic Industries
MTB,1.86,1.65,-0.07780000000000001,0.4828,19.61,2.17,4.8,0.0,Finance
MDC,2.94,1.32,-0.056100000000000004,0.5988,15.18,1.19,0.7,4.47,Capital Goods
MHO,0.0,1.13,-0.029900000000000003,0.6788,13.68,0.76,0.4,7.1,Capital Goods
MAC,4.72,2.16,-0.3782,0.0417,51.55,-683.73,7.9,5.06,Consumer Services
CLI,2.21,1.6,-0.0953,0.09269999999999999,37.22,-20.52,3.87,7.97,Consumer Services
MIC,6.74,2.22,-0.08289999999999999,0.1436,39.11,3.91,3.79,5.48,Energy
BMA,1.7,3.34,-0.0202,0.4594,11.71,0.37,3.65,3.11,Finance
M,6.46,1.65,-0.4838,0.045,12.64,0.38,0.28,2.36,Consumer Services
MMP,4.72,7.97,-0.1005,0.1447,20.49,2.24,7.24,5.18,Energy
MGA,2.31,1.64,-0.047,0.37329999999999997,8.22,0.69,0.46,2.04,Capital Goods
MANU,1.01,4.97,-0.0281,0.22699999999999998,158.72,476.7,4.21,10.19,Consumer Services
MN,6.6,0.45,-0.5406,0.0106,8.08,-0.62,0.3,9.97,Finance
MAN,1.79,2.81,-0.0484,0.778,15.86,1.87,0.35,3.37,Technology
MFC,3.13,1.2,-0.0978,0.4032,15.37,1.66,1.08,1.91,Finance
MPC,2.75,2.08,-0.032400000000000005,0.6496,23.29,0.81,0.46,0.0,Energy
MMI,0.0,3.43,-0.19469999999999998,0.0645,15.36,1.68,1.32,12.64,Finance
MCS,1.48,2.36,-0.0301,0.7612000000000001,22.7,1.35,1.63,0.0,Consumer Services
MPX,2.09,6.92,-0.10220000000000001,0.6962999999999999,27.36,2.2,1.88,6.52,Capital Goods
HZO,0.0,1.36,-0.2368,0.1954,18.1,0.49,0.42,6.85,Consumer Services
MKL,0.0,1.6,-0.0246,0.193,40.27,2.38,2.44,6.28,Finance
VAC,1.2,3.4,-0.0704,0.9787,22.15,1.41,2.43,13.06,Finance
MMC,1.78,6.03,-0.004,0.2253,21.46,1.96,2.94,3.32,Finance
MLM,0.73,3.54,-0.0678,0.36329999999999996,34.37,1.34,3.96,2.35,Basic Industries
DOOR,0.0,3.4,-0.1161,0.35609999999999997,22.32,0.36,1.14,2.97,Basic Industries
MTZ,0.0,2.87,-0.1378,0.9799,19.38,0.57,0.62,3.73,Basic Industries
MA,0.72,23.34,-0.0069,0.40369999999999995,31.76,1.89,11.81,1.93,Miscellaneous
MTDR,0.0,2.67,-0.162,0.2872,42.06,1.02,6.56,10.05,Energy
MTRN,1.16,1.38,-0.16079999999999997,0.5004,30.11,1.91,0.71,4.9,Capital Goods
MATX,2.52,2.79,-0.3016,0.0634,18.77,3.72,0.66,3.3,Consumer Services
MLP,0.0,13.57,-0.0329,1.8463999999999998,11.14,0.0,5.99,0.78,Finance
MMS,0.29,4.93,-0.0288,0.4282,20.46,1.26,1.64,6.9,Miscellaneous
MXL,0.0,5.57,-0.021400000000000002,0.8724,43.76,1.07,5.46,6.39,Technology
MKC,1.8,7.56,-0.031200000000000002,0.1787,28.22,3.0,2.94,7.25,Consumer Non-Durables
MDR,0.0,0.96,-0.2545,0.4375,31.05,1.1,0.73,5.53,Capital Goods
MUX,0.36,1.84,-0.45530000000000004,0.2823,157.65,0.0,15.7,7.67,Basic Industries
MCK,0.69,3.09,-0.1917,0.4075,7.09,2.64,0.17,2.21,Health Care
MDU,2.82,2.32,-0.0872,0.24989999999999998,70.03,3.8,1.27,3.27,Basic Industries
MRT,6.99,1.08,-0.0334,0.1527,455.77,0.0,7.84,1.01,Consumer Services
MPW,7.46,1.27,-0.196,0.1092,15.37,0.91,7.27,8.71,Consumer Services
MED,3.08,5.0,-0.12210000000000001,0.3857,25.35,1.2,1.82,0.0,Consumer Non-Durables
MD,0.0,1.85,-0.2868,0.0203,16.39,1.05,1.57,12.96,Health Care
MDT,2.01,2.33,-0.046799999999999994,0.22699999999999998,29.44,2.34,3.94,2.29,Health Care
MRK,2.89,4.47,-0.0281,0.1782,41.38,2.81,4.46,1.87,Health Care
MCY,4.46,1.77,-0.1373,0.1201,40.1,1.21,0.95,18.89,Finance
MDP,3.9,2.42,-0.18109999999999998,0.2372,44.69,2.75,1.38,14.02,Consumer Services
MTH,0.0,1.13,-0.032400000000000005,0.3586,11.21,1.28,0.52,9.72,Capital Goods
MTR,7.74,8.05,-0.1108,0.9933,14.35,0.0,13.06,0.35,Energy
MSB,6.92,18.38,-0.1877,0.7578,19.3,0.0,17.47,1.9,Basic Industries
MEI,0.89,2.94,-0.1325,0.4437,16.35,1.08,1.84,2.65,Capital Goods
MTD,0.0,33.88,-0.006500000000000001,0.6833,37.74,2.64,5.81,9.8,Capital Goods
MFA,9.63,1.01,-0.0223,0.21960000000000002,10.45,2.22,8.35,3.58,Consumer Services
MFO,0.0,3.1487,-0.082156,0.031464,32.0555,0.0,0.2781,0.0,Consumer Services
MTG,0.0,1.39,-0.0449,1.0224,11.72,1.27,3.75,4.04,Finance
MGP,5.54,1.21,-0.0338,0.22920000000000001,38.82,0.95,2.47,4.01,Consumer Services
MGM,1.39,2.85,-0.0143,0.4932,14.79,3.5,1.9,1.66,Consumer Services
KORS,0.0,3.21,-0.3102,0.0527,8.4,-2.47,1.28,2.05,Consumer Non-Durables
MAA,3.45,1.8,-0.08070000000000001,0.1892,42.85,10.53,9.27,2.25,Consumer Services
MSL,2.64,0.89,-0.1536,0.5525,25.09,4.27,1.89,17.86,Finance
MLR,2.83,1.55,-0.11789999999999999,0.2815,14.22,0.0,0.48,4.39,Capital Goods
MTX,0.27,2.42,-0.1324,0.41840000000000005,19.2,1.93,1.56,2.12,Basic Industries
MG,0.0,2.19,-0.21350000000000002,0.0677,41.7,5.5,0.86,5.05,Consumer Services
MTU,2.52,0.61,-0.10980000000000001,0.5,10.2,0.0,1.86,3.53,Finance
MIXT,2.06,1.43,-0.1646,0.5814,19.43,760.38,1.34,1.28,Technology
MFG,3.7,0.59,-0.0827,0.2862,8.29,0.0,1.89,0.4,Finance
MBT,8.79,2.01,-0.2114,0.2891,6.07,2794.79,0.65,0.9,Public Utilities
MBLY,0.0,19.61,-0.0024,0.8344,134.35,1.2,38.24,2.73,Technology
MOD,0.0,1.83,-0.0703,0.7988,52.41,0.94,0.51,2.87,Capital Goods
MC,4.03,3.68,-0.0789,0.6773,20.94,3.28,1.49,6.73,Finance
MOH,0.0,2.21,-0.0262,0.5711999999999999,35.93,0.99,0.21,4.3,Health Care
TAP,1.73,1.75,-0.1463,0.0729,10.29,1.7,3.04,1.63,Consumer Non-Durables
MNR,4.28,2.5,-0.0408,0.2591,46.9,6.11,10.42,2.39,Consumer Services
MORE          ,3.09,1.36,-0.1149,0.02,17.34,5.11,5.62,4.32,Consumer Services
MON,1.85,9.23,-0.004699999999999999,0.1996,26.86,2.97,3.53,2.08,Basic Industries
MS,1.88,1.14,-0.0949,0.8537,12.71,0.87,2.16,1.14,Finance
MOS,2.62,0.84,-0.326,0.0325,201.39,1.23,1.14,3.43,Basic Industries
MOV,2.35,1.1,-0.33020000000000005,0.11810000000000001,17.89,1.05,0.95,5.08,Consumer Non-Durables
MPLX,6.21,1.33,-0.1364,0.1316,70.21,2.06,4.49,13.17,Energy
MSA,1.77,5.25,-0.0334,0.6225999999999999,32.09,1.64,2.65,1.76,Health Care
MSM,2.12,4.1,-0.1913,0.2619,21.52,1.82,1.69,6.22,Capital Goods
MSCI,1.11,32.74,-0.0803,0.40549999999999997,34.65,1.73,7.78,1.29,Miscellaneous
MLI,1.4,3.52,-0.3478,0.024700000000000003,16.28,0.0,0.78,2.07,Capital Goods
MWA,1.44,3.99,-0.2141,0.0679,15.06,1.47,1.55,1.26,Capital Goods
MPSX,0.0,3.17,-0.0006,0.6364,86.54,2.66,0.9,1.46,Consumer Durables
MUSA,0.0,3.75,-0.15,0.1967,19.84,2.62,0.25,11.04,Consumer Durables
MVO,16.26,3.74,-0.1592,0.2023,14.71,0.0,12.4,2.82,Energy
MYE,3.18,5.46,-0.0644,0.4714,68.44,12.32,0.93,3.01,Consumer Non-Durables
NC,1.66,2.0,-0.34,0.25980000000000003,14.15,0.0,0.53,5.81,Consumer Durables
NBHC,1.16,1.54,-0.0971,0.5821999999999999,28.3,5.26,4.94,4.72,Finance
NFG,2.79,3.0,-0.066,0.1304,21.9,2.09,3.15,9.77,Public Utilities
NGG,4.61,1.86,-0.1448,0.13470000000000001,4.84,0.0,2.52,1.88,Public Utilities
NHI,5.0,2.42,-0.08650000000000001,0.1369,18.31,2.04,12.21,4.92,Consumer Services
NPK,0.93,2.25,-0.049100000000000005,0.275,13.38,0.0,2.14,13.34,Capital Goods
NNN,4.89,1.87,-0.2826,0.054900000000000004,29.74,3.64,10.39,7.99,Consumer Services
SID,0.0,1.12,-0.5,0.2254,6.82,-1.47,0.55,2.73,Capital Goods
NSA,3.88,1.88,-0.0616,0.3046,87.33,3.35,5.0,3.01,Consumer Services
NSM,0.0,0.99,-0.1427,0.6683,11.06,1.23,1.2,11.98,Finance
NGS,0.0,1.43,-0.23329999999999998,0.314,82.66,6.63,4.92,2.23,Energy
NGVC,0.0,1.66,-0.3096,0.06280000000000001,23.93,3.99,0.3,22.71,Consumer Services
NRP,6.07,2.26,-0.3465,1.7799,5.07,0.0,1.05,1.08,Energy
NLS,0.0,3.37,-0.2757,0.2675,19.05,1.6,1.4,7.15,Consumer Non-Durables
NCI,0.0,1.4,-0.3065,0.2778,16.66,1.17,0.96,2.66,Consumer Services
NVGS,0.0,0.46,-0.47119999999999995,0.20559999999999998,15.6,1.72,1.49,2.46,Transportation
NNA,12.82,0.41,-0.26539999999999997,0.3025,5.52,2.08,0.86,1.72,Transportation
NCS,0.0,4.16,-0.0746,0.2138,25.69,0.61,0.69,2.85,Capital Goods
NCR,0.0,9.26,-0.1912,0.6015999999999999,28.24,0.8,0.75,1.98,Miscellaneous
NP,1.94,3.68,-0.13,0.1514,18.88,1.68,1.36,1.41,Basic Industries
NNI,1.43,0.78,-0.2798,0.2582,6.5,-1.48,1.99,2.69,Finance
NSR,0.0,1.91,-0.0392,0.5664,10.12,-0.68,1.52,3.5,Consumer Services
NWHM,0.0,0.94,-0.1259,0.2595,10.1,0.42,0.31,8.17,Capital Goods
NEWM,11.02,0.92,-0.355,0.0809,26.45,0.0,0.54,5.05,Consumer Services
EDU,0.0,7.31,-0.0361,0.976,44.26,1.5,6.74,3.22,Consumer Services
NRZ,11.6,1.24,-0.0733,0.3156,8.12,12.37,5.79,0.86,Consumer Services
NYCB,5.25,1.03,-0.2641,0.0268,13.69,-2.68,4.54,5.41,Finance
NYT,0.92,3.25,-0.0143,0.6274000000000001,56.56,1.89,1.77,4.21,Consumer Services
NWL,1.73,2.14,-0.0408,0.22469999999999998,22.58,1.64,1.68,5.22,Consumer Non-Durables
NJR,2.44,2.81,-0.021099999999999997,0.37070000000000003,22.91,4.03,1.69,10.33,Public Utilities
NEU,1.49,10.52,-0.0268,0.22089999999999999,22.73,5.45,2.68,12.13,Basic Industries
NXRT,3.61,2.28,-0.044199999999999996,0.7679,28.66,-10.38,3.77,3.0,Consumer Services
NEP,4.23,1.08,-0.0165,0.4456,18.91,0.54,2.61,2.54,Public Utilities
NEE,2.79,2.58,-0.0025,0.2735,17.12,3.14,4.04,6.23,Public Utilities
NGL,11.02,0.79,-0.45159999999999995,0.0235,14.89,21.49,0.13,4.79,Energy
NLSN,3.54,3.33,-0.311,0.0155,29.15,1.91,2.16,3.62,Miscellaneous
NKE,1.38,6.8,-0.1283,0.073,21.94,2.0,2.55,4.06,Consumer Non-Durables
NI,2.74,1.98,-0.0512,0.20739999999999997,23.36,2.59,1.78,1.41,Public Utilities
NL,0.0,2.03,-0.2752,2.5111000000000003,14.85,-0.33,3.4,1.48,Basic Industries
NOAH,0.0,2.99,-0.0642,0.3043,16.9,0.0,4.11,13.9,Finance
NBLX,3.6,5.15,-0.1424,0.7576999999999999,29.39,0.25,8.12,3.14,Energy
NOMD,0.0,1.61,-0.0132,0.8101999999999999,56.61,1.78,1.22,2.47,Consumer Non-Durables
NMR,1.76,0.85,-0.1074,0.8228,10.29,0.0,1.68,6.27,Finance
OSB,1.14,3.81,-0.07,0.6221,13.66,0.56,1.34,13.75,Basic Industries
NORD,0.0,10.7,-0.0233,0.6046,65.22,2.52,3.77,10.05,Consumer Services
JWN,3.54,10.25,-0.3239,0.21309999999999998,19.88,2.11,0.47,7.24,Consumer Services
NSC,2.04,2.77,-0.021400000000000002,0.5538000000000001,21.04,1.56,3.46,1.48,Transportation
NTL,4.21,5.2,-0.0654,0.47979999999999995,19.19,0.0,1.11,1.25,Public Utilities
NOA,1.28,1.04,-0.193,0.9658,64.79,2.66,0.75,0.25,Energy
NRT,10.67,418.82,-0.2707,0.18170000000000003,10.99,0.0,9.54,1.26,Energy
NOC,1.4,8.06,-0.0036,0.2434,20.11,2.8,1.8,2.43,Capital Goods
NWN,3.07,2.0,-0.0759,0.14300000000000002,27.48,6.26,2.44,6.66,Public Utilities
NWE,3.45,1.74,-0.036699999999999997,0.1404,16.42,5.33,2.3,1.81,Public Utilities
NVS,3.34,2.85,-0.0353,0.2047,30.31,3.14,3.9,1.36,Health Care
NVO,2.67,17.68,-0.27440000000000003,0.3493,18.57,1.95,6.31,0.69,Health Care
NYLD,5.98,0.96,-0.0113,0.3126,36.7,0.0,1.76,10.16,Public Utilities
DCM,2.94,1.83,-0.1386,0.1152,15.55,0.0,2.2,1.3,Technology
NUS,2.62,4.22,-0.16879999999999998,0.4143,18.22,2.1,1.3,5.36,Health Care
NUE,2.59,2.29,-0.1449,0.2977,17.52,0.55,1.08,2.47,Basic Industries
NS,9.44,2.77,-0.1684,0.0659,37.9,1.18,2.35,7.63,Energy
NSH,8.3,4.74,-0.1698,0.1726,20.32,0.95,19.71,6.21,Energy
NVR,0.0,6.09,-0.0351,0.5464,20.22,1.17,1.44,2.89,Capital Goods
OAK,6.21,3.54,-0.0621,0.2422,13.02,0.87,2.53,2.95,Finance
OFG,2.47,0.56,-0.3336,0.2697,9.16,1.11,1.42,16.54,Finance
OGE,3.43,2.05,-0.0604,0.1887,20.2,2.87,3.09,3.63,Public Utilities
ODC,2.52,2.11,-0.1566,0.1097,23.94,0.0,0.98,2.28,Consumer Durables
ORI,3.83,1.13,-0.0684,0.1956,12.43,1.35,0.87,5.03,Finance
OLN,2.64,2.21,-0.1101,0.653,105.05,0.75,0.87,3.9,Basic Industries
OMAM,2.59,8.84,-0.12619999999999998,0.1562,14.28,0.81,2.25,0.49,Finance
OHI,7.88,1.63,-0.1714,0.12269999999999999,14.8,1.01,6.85,16.56,Consumer Services
OME,1.1,1.19,-0.31829999999999997,0.053200000000000004,13.54,1.71,1.07,1.38,Consumer Non-Durables
OMC,2.63,9.12,-0.07139999999999999,0.1012,16.97,2.12,1.25,10.19,Technology
OMN,0.0,3.33,-0.1747,0.4576,87.76,1.13,0.51,1.82,Basic Industries
ASGN,0.0,3.11,-0.024,0.6384000000000001,27.49,1.85,1.11,3.54,Technology
OGS,2.38,1.9,-0.003,0.26239999999999997,24.62,4.32,2.52,3.26,Public Utilities
OLP,7.57,1.4,-0.1286,0.0273,16.8,0.0,5.69,2.66,Consumer Services
OB,4.6,1.67,-0.0076,0.4487,18.7,-5.21,1.47,1.58,Finance
OMF,0.0,1.03,-0.28350000000000003,0.4429,28.1,0.37,1.72,9.96,Finance
OKS,6.23,2.51,-0.11720000000000001,0.40270000000000006,22.0,0.88,1.46,5.79,Public Utilities
OKE,4.76,45.72,-0.1308,0.23420000000000002,30.86,0.87,1.1,7.77,Public Utilities
ORCL,1.42,3.67,-0.0368,0.20309999999999997,21.41,2.01,4.97,3.16,Technology
ORAN,2.44,1.4,-0.015700000000000002,0.2518,15.47,0.0,1.05,0.55,Public Utilities
OA,1.25,3.25,-0.0125,0.5131,20.92,1.77,1.31,3.48,Capital Goods
ORC,16.25,1.05,-0.1984,0.0943,30.15,0.0,19.38,2.68,Consumer Services
OEC,4.06,13.76,-0.1959,0.2361,20.98,1.12,0.89,0.3,Basic Industries
IX,2.54,0.92,-0.0355,0.2977,8.49,0.0,0.86,0.81,Finance
ORA,0.67,2.61,-0.0327,0.4465,30.01,2.16,4.13,2.62,Public Utilities
OSK,1.3,2.38,-0.13449999999999998,0.47490000000000004,23.26,1.33,0.76,8.71,Capital Goods
OR,1.19,1.27,-0.2802,0.1948,33.36,0.0,24.16,3.8,Basic Industries
OUT,6.31,2.67,-0.1918,0.08779999999999999,32.53,8.95,2.11,1.84,Consumer Services
OMI,3.2,2.03,-0.1705,0.048600000000000004,18.97,6.34,0.21,14.38,Health Care
OC,1.29,1.78,-0.0348,0.3268,16.15,1.27,1.17,4.33,Capital Goods
OI,0.0,7.31,-0.0066,0.3881,19.3,1.12,0.54,4.55,Consumer Durables
OXM,1.97,2.45,-0.2981,0.08039999999999999,16.99,1.53,0.9,8.43,Consumer Non-Durables
ROYT,1.9,0.33,-0.1166,1.2644,394.0,-0.12,61.48,0.66,Energy
PCG,2.91,1.87,-0.013500000000000002,0.1696,18.28,4.37,1.91,2.48,Public Utilities
PKG,2.47,5.22,-0.0096,0.6372,20.85,1.8,1.61,3.72,Consumer Durables
PAM,0.0,5.86,-0.013300000000000001,1.7671999999999999,54.79,0.58,1.78,3.62,Public Utilities
PHX,0.85,2.72,-0.3014,0.2614,276.43,0.0,7.67,8.56,Energy
PAR,0.0,1.87,-0.006999999999999999,0.993,41.8,0.0,0.56,0.18,Miscellaneous
PKE,2.42,1.83,-0.18969999999999998,0.19190000000000002,35.73,1.6,2.92,8.13,Technology
PK,6.71,0.91,-0.1666,0.0394,2.24,4.56,1.97,2.51,Consumer Services
PH,1.66,4.47,-0.0441,0.6071,23.2,1.53,1.84,3.4,Capital Goods
PRTY,0.0,1.89,-0.11259999999999999,0.3962,17.97,1.15,0.84,10.12,Consumer Services
PAYC,0.0,25.86,-0.0138,0.6939,76.97,2.16,10.64,20.5,Technology
PBF,5.89,1.14,-0.3496,0.0349,12.06,-1.53,0.12,5.98,Energy
PEB,4.89,1.42,-0.050300000000000004,0.31489999999999996,44.9,0.49,2.69,10.34,Consumer Services
PBA,4.77,2.55,-0.042699999999999995,0.16949999999999998,34.39,1.58,3.74,4.27,Energy
PFSI,0.0,1.04,-0.1499,0.43420000000000003,5.18,2.38,0.31,1.77,Finance
PMT,10.59,0.81,-0.0285,0.2416,13.97,2.13,3.93,0.01,Consumer Services
PAG,2.91,1.96,-0.23260000000000003,0.46840000000000004,10.61,1.62,0.18,9.73,Consumer Durables
PNR,2.07,2.77,-0.0403,0.2314,24.12,1.54,2.48,3.82,Technology
PEN,0.0,7.62,-0.06559999999999999,0.6513,301.43,-32.54,10.21,0.78,Health Care
PEP,2.74,14.34,-0.0008,0.1971,25.41,3.57,2.67,2.37,Consumer Non-Durables
PFGC,0.0,3.24,-0.026600000000000002,0.4211,34.03,1.53,0.18,2.06,Consumer Non-Durables
PKI,0.45,3.12,-0.0036,0.3848,30.62,2.22,3.24,5.62,Capital Goods
PBT,6.29,740.6,-0.0495,0.6049,17.39,0.0,16.1,1.92,Energy
PTR,1.03,0.75,-0.1714,0.06860000000000001,32.28,0.79,0.51,1.4,Energy
PFE,3.98,3.29,-0.1404,0.0774,27.05,2.24,3.65,3.45,Health Care
PGTI,0.0,4.09,-0.0833,0.2104,22.99,0.87,1.19,5.28,Capital Goods
PMC,0.0,1.42,-0.1104,0.3307,38.13,1.39,0.37,4.22,Health Care
PSX,3.62,1.79,-0.1286,0.0512,24.03,-3.71,0.52,3.84,Energy
PSXP,4.54,2.41,-0.1281,0.1907,21.64,1.33,7.21,7.57,Energy
FENG,0.0,0.7,-0.2977,0.030699999999999998,43.14,-28.19,1.14,0.59,Consumer Services
DOC,4.39,1.55,-0.0808,0.18280000000000002,91.63,6.6,11.51,4.07,Consumer Services
PDM,3.92,1.49,-0.0741,0.1483,29.72,22.35,5.5,7.8,Consumer Services
PIR,5.33,1.42,-0.4597,0.4021,14.14,1.05,0.23,6.15,Consumer Services
PF,1.86,3.69,-0.0329,0.47240000000000004,34.91,2.1,2.31,1.84,Consumer Non-Durables
PNW,3.0,2.02,-0.0046,0.2334,21.23,3.4,2.79,3.89,Public Utilities
PAA,8.15,2.16,-0.2071,0.2066,25.02,0.47,0.86,4.59,Energy
PAGP,8.06,1.59,-0.2422,1.2766,65.59,-0.43,0.18,2.39,Energy
PLT,1.14,4.45,-0.0894,0.3002,21.14,1.07,1.93,2.88,Public Utilities
PHI,4.69,3.38,-0.2458,0.3643,20.06,0.0,2.28,13.98,Public Utilities
PGEM,0.0,270.16,-0.165,0.29960000000000003,11.53,0.63,0.59,1.45,Basic Industries
PNC,1.81,1.41,-0.0797,0.5674,16.0,1.48,3.91,1.77,Finance
PNM,2.57,1.78,-0.018000000000000002,0.2181,23.29,2.96,2.18,5.36,Public Utilities
PII,2.73,6.39,-0.14400000000000002,0.2082,33.63,1.07,1.12,18.68,Capital Goods
POL,1.43,4.2,-0.07730000000000001,0.3111,18.32,1.63,0.91,5.95,Basic Industries
POR,2.89,1.75,-0.0034000000000000002,0.1653,20.41,3.75,2.13,3.31,Public Utilities
PKX,4.8,0.55,-0.056600000000000004,0.5407,12.48,0.35,0.42,1.82,Basic Industries
POST,0.0,1.81,-0.08560000000000001,0.1841,121.16,4.39,1.08,9.66,Consumer Non-Durables
POT,2.11,1.67,-0.18059999999999998,0.092,35.34,-1.14,3.62,3.8,Basic Industries
PPG,1.5,5.28,-0.055099999999999996,0.1963,32.84,1.79,1.85,1.23,Basic Industries
PPL,3.96,2.69,-0.0034999999999999996,0.2425,14.93,7.57,3.66,3.52,Public Utilities
PX,2.39,6.81,-0.0128,0.2414,24.81,3.23,3.5,3.33,Basic Industries
PBH,0.0,3.23,-0.16469999999999999,0.1158,38.32,1.99,3.01,6.03,Health Care
PRI,1.05,2.64,-0.17,0.444,15.0,1.06,2.08,15.5,Finance
PFG,2.94,1.7,-0.044500000000000005,0.65,14.14,1.47,1.46,4.18,Finance
PVTD,0.0,1.03,-0.0836,0.0075,9.65,0.0,2.85,0.0,Finance
PRA,2.09,1.74,-0.0674,0.17329999999999998,18.29,0.94,3.52,2.29,Finance
PG,3.18,4.21,-0.0516,0.0806,16.04,3.78,3.41,3.45,Basic Industries
PGR,1.61,2.88,-0.0033,0.3851,20.64,0.89,1.02,1.64,Finance
PLD,3.15,2.02,-0.0055000000000000005,0.2147,24.77,-3.67,10.77,2.37,Consumer Services
PB,2.11,1.21,-0.17859999999999998,0.4255,16.22,3.4,6.18,8.81,Finance
PRLB,0.0,4.32,-0.0616,0.4849,38.32,1.57,5.55,16.06,Capital Goods
PFS,3.17,1.22,-0.17149999999999999,0.2889,16.93,3.27,4.94,5.29,Finance
PJH,0.0,0.24,-0.043899999999999995,0.09380000000000001,2.65,0.0,0.19,0.0,Finance
PRH,0.0,0.2389,-0.069308,0.08284599999999999,2.6478,0.0,0.1864,0.0,Finance
PRU,2.83,0.97,-0.0828,0.5798,10.66,1.06,0.76,2.98,Finance
PUK,1.47,3.1,-0.023700000000000002,0.5432,23.35,0.0,0.63,1.46,Finance
PSB,2.72,4.61,-0.0095,0.2735,45.49,0.0,8.66,5.29,Consumer Services
TLK,2.17,4.83,-0.5146000000000001,0.2378,21.02,0.0,3.68,0.0,Public Utilities
PEG,3.86,1.73,-0.0508,0.1311,42.72,16.34,2.49,2.85,Public Utilities
PSA,3.69,7.54,-0.1764,0.0784,30.74,2.68,14.21,6.65,Consumer Services
PHM,1.57,1.55,-0.06509999999999999,0.29109999999999997,12.61,0.5,0.92,4.17,Capital Goods
PVH,0.14,1.72,-0.0876,0.2564,21.77,2.08,1.01,1.67,Consumer Non-Durables
PZN,4.24,5.32,-0.2565,0.24789999999999998,14.63,0.88,1.32,5.72,Finance
QTS,2.93,3.11,-0.11800000000000001,0.2183,124.47,4.95,6.18,4.91,Consumer Services
QUAD,5.41,2.5,-0.2488,0.17309999999999998,16.93,1.64,0.27,4.52,Miscellaneous
KWR,1.02,4.49,-0.09029999999999999,0.6988,33.58,2.46,2.42,2.96,Basic Industries
QCP,0.0,0.52,-0.1456,0.47619999999999996,23.14,0.0,3.47,5.48,Consumer Services
NX,0.82,1.8,-0.1119,0.2622,396.94,0.96,0.72,11.13,Capital Goods
PWR,0.0,1.39,-0.1996,0.4384,21.47,0.67,0.58,3.36,Capital Goods
DGX,1.66,3.2,-0.0058,0.4359,21.74,2.38,1.96,7.7,Health Care
Q,0.0,2.46,-0.001,0.4053,190.31,1.39,3.02,5.01,Health Care
RDN,0.06,1.21,-0.1671,0.7815000000000001,11.6,0.99,2.9,2.66,Finance
RPT,6.76,1.34,-0.3691,0.039900000000000005,19.06,10.85,3.93,4.46,Consumer Services
RJF,1.2,2.03,-0.10060000000000001,0.5914,19.25,1.07,1.81,1.17,Finance
RYAM,1.9,2.96,-0.0765,0.5477000000000001,12.87,-1.55,0.75,15.23,Basic Industries
RYN,3.57,2.22,-0.0623,0.14429999999999998,14.91,15.15,4.12,10.82,Consumer Services
RTN,1.96,4.57,-0.0019,0.2659,21.04,2.42,1.96,2.09,Capital Goods
RMAX,1.3,2.06,-0.12869999999999998,0.4681,42.89,3.4,5.29,7.37,Finance
RLGY,1.18,1.78,-0.0751,0.4251,19.35,1.41,0.71,3.39,Finance
O,4.59,2.14,-0.2368,0.0467,48.07,7.01,13.28,10.19,Consumer Services
RHT,0.0,12.59,-0.0159,0.2924,63.73,2.08,6.54,1.91,Technology
RWT,6.6,1.12,-0.023,0.2864,9.65,1.43,5.52,5.29,Consumer Services
RBC,1.31,1.66,-0.056799999999999996,0.53,17.11,2.6,1.1,5.79,Consumer Durables
REG,3.39,1.59,-0.2736,0.0575,106.9,4.44,15.4,1.26,Consumer Services
RM,0.0,1.13,-0.2594,0.5568,9.08,0.35,1.01,7.92,Finance
RF,1.96,1.08,-0.1185,0.8115000000000001,15.53,1.75,3.19,1.86,Finance
RGA,1.31,1.08,-0.0537,0.3922,10.61,1.83,0.67,2.8,Finance
RZA,0.0,0.2563,-0.058047,0.145084,2.4848,0.0,0.1583,0.0,Finance
RS,2.46,1.26,-0.1777,0.1189,16.51,1.06,0.6,3.76,Basic Industries
RENX,2.23,13.97,-0.0088,0.36460000000000004,28.4,0.0,4.7,0.82,Consumer Services
RELX,2.12,14.69,-0.0097,0.3218,29.85,0.0,4.94,0.52,Consumer Services
RNR,0.91,1.29,-0.0634,0.26899999999999996,13.16,2.05,3.26,6.48,Finance
RSG,2.04,2.77,-0.016200000000000003,0.3153,33.55,2.54,2.23,4.0,Public Utilities
RMD,1.88,5.35,-0.0461,0.2382,30.73,2.34,4.9,20.11,Health Care
QSR,1.25,8.09,-0.0042,0.5636,42.56,1.73,3.4,6.59,Consumer Services
RPAI,5.24,1.44,-0.2891,0.0276,30.02,15.78,5.28,1.12,Consumer Services
REVG,0.7,6.32,-0.0294,0.1604,91.12,1.02,0.88,1.78,Capital Goods
REX,0.0,1.77,-0.1332,0.6934999999999999,18.11,0.0,1.31,13.38,Basic Industries
REXR,2.12,2.13,-0.011899999999999999,0.39039999999999997,70.31,15.99,13.59,2.32,Consumer Services
RXN,0.0,2.22,-0.08,0.4557,35.94,2.02,1.24,4.98,Technology
RAI,3.06,4.39,-0.0001,0.544,29.06,2.65,7.6,2.23,Consumer Non-Durables
