Symbol,DY,PB,PCYH,PCYL,PE,PEG,PS,SR,SECTOR
RH,0.0,2.52,-0.0383,1.3683,444.69,1.1,0.96,6.5,Consumer Services
RMP,4.18,2.14,-0.0507,0.4106,18.4,0.92,12.17,3.28,Public Utilities
RIC,0.0,2.97,-0.3954,0.29359999999999997,65.89,3.03,3.85,1.17,Basic Industries
RIO,4.12,1.9,-0.1301,0.5206000000000001,16.05,0.0,2.2,2.22,Basic Industries
RBA,2.16,4.87,-0.22,0.1489,45.84,2.28,6.03,12.0,Miscellaneous
RAD,0.0,6.35,-0.5815,0.1054,917.5,3.97,0.12,1.97,Health Care
RLI,1.49,2.91,-0.221,0.0602,23.89,2.94,3.04,17.57,Finance
RLJ,6.46,1.14,-0.18289999999999998,0.084,12.98,1.19,2.21,4.5,Consumer Services
RRTS,0.0,0.39,-0.4739,0.0331,9.66,-1.83,0.12,3.79,Transportation
RHI,2.08,5.36,-0.09960000000000001,0.33659999999999995,17.31,2.11,1.11,2.99,Technology
ROK,1.92,9.34,-0.0347,0.48619999999999997,26.59,2.71,3.39,3.66,Capital Goods
COL,1.23,5.85,-0.005600000000000001,0.36619999999999997,19.26,1.66,3.27,6.31,Capital Goods
RCI,3.82,6.12,-0.0181,0.25739999999999996,36.32,4.79,2.37,34.66,Consumer Services
ROG,0.0,2.89,-0.016,1.0912,32.89,1.36,2.81,1.78,Basic Industries
ROL,1.06,16.16,-0.0101,0.6069,53.85,5.59,5.91,17.98,Finance
ROP,0.62,3.87,-0.0042,0.4257,35.05,1.67,5.82,5.86,Capital Goods
RDC,0.0,0.3,-0.43310000000000004,0.0242,7.49,0.22,0.92,6.93,Energy
RY,3.6,2.1,-0.0818,0.2242,12.91,3.93,3.63,9.79,Finance
RCL,1.74,2.56,-0.0033,0.7101999999999999,17.17,0.96,2.76,2.54,Consumer Services
RPM,2.22,5.63,-0.042699999999999995,0.1674,34.56,2.42,1.48,3.81,Basic Industries
RSPP,0.0,1.45,-0.1957,0.1702,146.85,1.25,12.75,4.48,Energy
RTEC,0.0,2.53,-0.053,0.6667000000000001,25.61,2.1,3.2,1.72,Capital Goods
R,2.63,1.72,-0.2296,0.155,14.41,1.02,0.52,0.85,Consumer Services
RHP,4.99,9.06,-0.054400000000000004,0.3628,19.9,1.35,2.79,3.92,Consumer Services
SPGI,1.17,45.96,-0.0064,0.41409999999999997,16.72,1.84,6.28,1.61,Finance
SBR,5.67,87.27,-0.0668,0.18719999999999998,17.92,0.0,16.38,1.09,Energy
CRM,0.0,8.19,-0.010700000000000001,0.36729999999999996,480.58,2.48,7.33,3.86,Technology
SJT,6.58,45.64,-0.085,0.4104,16.83,0.0,14.73,2.17,Energy
SD,0.0,0.8,-0.2562,0.26789999999999997,5.06,2.71,1.72,4.37,Energy
SDT,18.97,1.3,-0.46740000000000004,0.225,5.1,0.0,5.22,0.28,Energy
SDR,16.92,1.41,-0.26289999999999997,0.0916,5.74,0.0,4.82,0.61,Energy
PER,16.8,1.16,-0.25,0.29309999999999997,6.45,0.0,5.89,0.49,Energy
SNY,3.22,1.99,-0.024700000000000003,0.3312,12.43,1.61,3.18,3.17,Health Care
SC,0.0,0.78,-0.2346,0.24760000000000001,6.07,3.6,1.29,4.01,Finance
SAP,1.25,4.39,-0.0064,0.489,32.59,2.21,5.19,8.68,Technology
SSL,3.38,1.27,-0.0537,0.23379999999999998,17.01,0.0,0.01,2.33,Energy
BFS,3.51,8.9,-0.1552,0.0397,37.42,0.0,5.72,7.66,Consumer Services
SCG,3.61,1.67,-0.1119,0.057,16.45,2.78,2.29,4.82,Public Utilities
SNDR,0.0,2.62,-0.0302,0.1085,0.71,1.79,0.86,0.21,Transportation
SWM,4.49,2.22,-0.1889,0.142,15.5,1.18,1.34,1.59,Basic Industries
SAIC,1.62,9.51,-0.1413,0.4254,23.97,3.91,0.75,4.15,Technology
SBNB,0.0,3.2749,-0.023258,0.016625,104.5074,0.0,0.1071,0.0,Transportation
SMG,2.25,7.8,-0.109,0.3381,18.87,2.07,1.86,6.05,Basic Industries
SDLP,11.87,0.25,-0.5054,0.1815,0.98,7.84,0.25,0.54,Energy
SEE,1.45,14.56,-0.1199,0.0673,25.6,7.14,1.27,1.45,Basic Industries
SEAS,0.0,3.83,-0.1018,0.5361,160.0,2.75,1.19,12.74,Consumer Services
WTTR,0.0,2.87,-0.0393,0.13570000000000002,7.06,0.0,0.99,0.0,Energy
SEM,0.0,2.3,-0.0891,0.369,24.17,1.08,0.44,7.12,Health Care
SGZA,0.0,0.92,-0.0567,0.0967,8.66,0.0,0.63,0.0,Finance
SEMG,5.43,1.55,-0.2419,0.18489999999999998,337.63,9.01,1.49,5.86,Energy
SMI,0.0,1.07,-0.3114,0.3737,13.84,3.25,1.92,2.95,Technology
SRE,2.87,2.17,-0.003,0.2316,19.7,2.27,2.71,5.42,Public Utilities
ST,0.0,3.48,-0.106,0.26289999999999997,25.31,1.13,2.19,5.57,Capital Goods
SXT,1.49,4.19,-0.04650000000000001,0.1961,33.22,2.53,2.57,5.59,Basic Industries
SCI,1.62,5.11,-0.0373,0.28350000000000003,20.45,2.96,1.97,11.84,Consumer Services
SERV,0.0,7.46,-0.1114,0.1638,33.38,2.09,1.84,8.74,Consumer Services
SHAK,0.0,6.04,-0.1253,0.2372,69.81,3.32,3.35,9.05,Consumer Services
SJR,4.37,2.59,-0.0279,0.1563,13.02,3.17,2.74,6.3,Consumer Services
SHLX,3.78,46.75,-0.1308,0.2026,23.72,1.53,19.18,7.85,Energy
SHW,1.02,14.97,-0.0138,0.3987,26.24,2.15,2.57,2.23,Consumer Services
SHG,0.0,0.77,-0.020499999999999997,0.4537,8.06,0.0,2.81,3.2,Finance
SFL,13.53,1.1,-0.1984,0.0812,8.72,-1.5,3.03,15.6,Transportation
SSTK,0.0,5.8,-0.2871,0.17120000000000002,49.89,2.11,3.15,5.01,Technology
SBGL,7.62,1.05,-0.7368000000000001,0.047400000000000005,4.57,0.0,0.56,2.22,Basic Industries
SIG,2.47,1.35,-0.514,0.0252,7.83,1.44,0.55,3.0,Consumer Services
SBOW,0.0,2.4,-0.1206,0.2458,0.46,0.0,1.87,0.0,Energy
SPG,4.36,12.35,-0.3136,0.034,26.91,2.66,9.22,4.78,Consumer Services
SSD,2.07,2.18,-0.16690000000000002,0.0882,20.15,1.23,2.2,6.08,Capital Goods
SHI,6.03,1.81,-0.0883,0.3856,7.39,0.0,0.53,1.7,Basic Industries
SJW,1.82,2.33,-0.159,0.4191,18.5,1.6,2.82,2.07,Public Utilities
SKM,3.93,1.14,-0.037599999999999995,0.2993,10.79,0.0,1.05,2.29,Public Utilities
SKX,0.0,2.2,-0.2394,0.32270000000000004,16.13,1.36,1.04,3.28,Consumer Non-Durables
SLG,3.02,1.47,-0.1558,0.08460000000000001,46.02,1.47,6.29,0.0,Consumer Services
SFS,0.0,1.76,-0.2028,0.2254,97.39,2.09,0.22,10.08,Consumer Services
SNN,2.11,3.87,-0.0116,0.2937,19.87,0.0,3.28,5.38,Health Care
AOS,1.03,6.02,-0.0242,0.33490000000000003,27.87,2.26,3.38,6.44,Consumer Durables
SNA,1.77,3.38,-0.1157,0.107,17.04,1.06,2.46,7.75,Capital Goods
SQM,2.75,4.49,-0.0043,0.7835,30.36,1.67,4.74,1.49,Basic Industries
SAH,1.08,1.15,-0.326,0.1505,10.74,22.83,0.08,12.25,Consumer Durables
SON,3.08,3.17,-0.0824,0.1167,18.53,3.66,1.06,13.32,Consumer Durables
SNE,0.49,2.03,-0.0038,0.3666,71.64,4.41,0.67,2.54,Consumer Non-Durables
BID,0.0,5.78,-0.0121,1.0491,33.27,1.71,3.15,10.13,Miscellaneous
SJI,3.02,2.19,-0.063,0.3079,31.93,5.01,2.54,8.63,Public Utilities
SO,4.59,2.0,-0.0767,0.092,18.87,4.43,2.32,4.24,Public Utilities
SOJA,0.0,1.06,-0.0757,0.0696,10.0,0.0,1.23,0.0,Public Utilities
SCCO,1.38,4.43,-0.1167,0.4012,29.8,0.89,4.72,7.23,Basic Industries
LUV,0.66,4.49,-0.0085,0.7129000000000001,18.2,1.39,1.8,1.95,Transportation
SWX,2.57,2.2,-0.0842,0.2348,26.0,5.88,1.59,2.62,Public Utilities
SEP,6.37,1.17,-0.11259999999999999,0.09179999999999999,15.76,2.2,5.22,5.59,Public Utilities
SPB           ,1.27,4.35,-0.0964,0.185,24.94,1.99,1.56,16.68,Miscellaneous
TRK,3.49,0.9,-0.2293,0.0337,19.28,9.45,1.39,1.52,Consumer Services
SR,2.96,1.72,-0.011399999999999999,0.18239999999999998,21.5,4.77,2.03,4.94,Public Utilities
SPR,0.73,3.33,-0.131,0.32439999999999997,15.41,1.09,0.97,6.58,Capital Goods
SRC,10.0,0.99,-0.48460000000000003,0.0843,40.0,0.81,5.33,1.35,Consumer Services
SRLP,8.93,3.23,-0.12689999999999999,0.1778,13.48,0.06,0.23,0.68,Energy
JOE,0.0,1.98,-0.1963,0.07980000000000001,112.82,0.0,14.2,18.81,Consumer Services
STAG,5.21,2.44,-0.009899999999999999,0.2711,220.98,-96.61,9.23,3.11,Consumer Services
SMP,1.57,2.42,-0.1232,0.3171,17.62,2.15,1.0,2.46,Capital Goods
SXI,0.74,2.83,-0.1328,0.1809,25.41,2.17,1.51,6.92,Technology
SWJ,0.0,0.57,-0.0516,0.0676,3.27,0.0,0.34,0.0,Capital Goods
SWK,1.7,3.06,-0.0233,0.3171,17.47,1.82,1.81,3.01,Capital Goods
STN,1.26,1.93,-0.1747,0.0767,84.18,1.66,1.09,19.1,Consumer Services
SGU,4.43,1.59,-0.12380000000000001,0.2082,17.18,0.0,0.43,0.19,Consumer Services
SRT,0.0,3.81,-0.0434,1.7282,85.8,7.09,0.59,1.63,Technology
STWD,8.67,1.28,-0.056299999999999996,0.1148,12.52,2.58,10.6,7.95,Consumer Services
STT,1.85,1.71,-0.0397,0.6204,15.34,1.01,2.98,1.7,Finance
SPLP,0.0,0.84,-0.0501,0.3832,861.36,0.0,0.4,0.02,Capital Goods
SCS,3.05,2.56,-0.0766,0.322,16.26,1.49,0.65,5.88,Consumer Durables
SCL,0.94,2.89,-0.0438,0.5336,22.12,4.26,1.09,1.7,Basic Industries
STE,1.45,2.34,-0.0052,0.2188,60.23,1.92,2.52,0.0,Health Care
STL,1.27,1.58,-0.1567,0.49829999999999997,18.52,3.24,6.38,4.29,Finance
STC,2.67,1.66,-0.07719999999999999,0.21969999999999998,18.0,2.96,0.53,12.02,Finance
SF,0.0,1.13,-0.23670000000000002,0.517,30.08,0.89,1.13,7.91,Finance
STM,1.46,3.08,-0.0385,2.1369,46.35,0.43,2.02,0.78,Technology
SGM,0.0,0.81,-0.0037,1.5316,6.93,0.53,1.09,4.1,Finance
SRI,0.0,2.29,-0.2469,0.1684,5.61,43.93,0.6,4.39,Capital Goods
STOR,5.59,1.3,-0.3461,0.0463,24.86,4.36,8.89,3.58,Consumer Services
SYK,1.21,5.43,-0.0023,0.3267,31.75,2.26,4.47,4.85,Health Care
RGR,3.07,4.91,-0.09960000000000001,0.3425,13.8,0.0,1.68,14.05,Capital Goods
SPH,15.49,1.93,-0.38170000000000004,0.0101,49.23,0.0,1.23,1.27,Consumer Services
SMFG,3.61,0.59,-0.1229,0.3407,7.85,0.0,1.27,0.82,Finance
INN,3.79,1.64,-0.0022,0.5633,22.33,0.0,3.56,2.89,Consumer Services
SUM,0.0,2.81,-0.0535,0.5543,411.67,0.65,1.73,4.74,Basic Industries
SUI,3.12,2.76,-0.017,0.2728,197.92,27.55,7.13,3.79,Consumer Services
SLF,3.23,1.33,-0.1898,0.08199999999999999,11.06,3.13,1.02,2.67,Finance
SXC,0.0,1.83,-0.3097,0.7509999999999999,30.33,-111.25,0.47,5.2,Basic Industries
SU,2.69,1.56,-0.0639,0.23550000000000001,46.24,8.18,2.45,1.59,Energy
SHO,1.27,1.49,-0.0241,0.3996,19.06,1.28,2.91,3.59,Consumer Services
STI,1.91,1.19,-0.1195,0.44049999999999995,14.8,2.7,3.18,3.49,Finance
SUP,3.79,1.13,-0.39759999999999995,0.0414,16.37,5.19,0.66,5.7,Capital Goods
SVU,0.0,2.75,-0.3293,0.20309999999999997,1.57,-0.49,0.08,3.61,Consumer Non-Durables
SLD,9.93,0.89,-0.01,0.2016,8.36,0.74,4.44,1.55,Consumer Services
SWFT,0.0,4.77,-0.124,0.6639,26.11,3.66,0.81,10.05,Transportation
SYF,1.91,1.54,-0.2808,0.1772,10.44,1.17,3.18,2.28,Finance
SYT,0.0,5.38,-0.0269,0.2224,35.61,0.0,3.34,1.66,Basic Industries
SNX,0.89,2.19,-0.142,0.2447,17.73,1.12,0.31,4.88,Technology
SNV,1.43,1.8,-0.0587,0.5428000000000001,20.13,2.16,4.36,2.18,Finance
SYY,2.43,12.49,-0.0463,0.15439999999999998,28.69,1.81,0.53,4.42,Consumer Non-Durables
TAHO,2.39,1.09,-0.4597,0.2907,18.45,3.82,3.17,2.01,Basic Industries
TSM,2.64,3.82,-0.008100000000000001,0.45770000000000005,15.64,1.08,5.68,3.13,Technology
TAL,0.0,15.07,-0.0984,1.2923,91.75,1.83,9.28,8.26,Consumer Services
TEGP,4.29,6.36,-0.08439999999999999,0.32530000000000003,44.5,1.48,2.58,14.35,Public Utilities
TEP,6.56,1.8,-0.08560000000000001,0.193,21.02,0.86,6.12,7.49,Public Utilities
SKT,5.19,3.79,-0.38060000000000005,0.0579,13.34,3.9,5.17,7.39,Consumer Services
TGT,4.43,2.71,-0.3143,0.0319,11.15,-2.31,0.43,3.71,Consumer Services
TARO,0.0,2.06,-0.3109,0.1257,9.4,0.0,4.84,23.98,Health Care
TTM,0.04,1.97,-0.1724,0.16899999999999998,14.57,0.0,0.59,2.55,Capital Goods
TCO,3.94,60.42,-0.2369,0.0774,37.89,9.44,6.25,4.02,Consumer Services
TMHC,0.0,1.3,-0.038599999999999995,0.7187,13.52,1.09,0.34,0.49,Capital Goods
TCP,6.5,3.32,-0.1158,0.22030000000000002,18.08,4.4,8.36,2.62,Public Utilities
TCF,1.93,1.19,-0.2262,0.3225,13.6,1.59,2.08,0.0,Finance
TEL,2.05,3.17,-0.021099999999999997,0.4303,13.4,1.98,2.18,2.26,Consumer Non-Durables
FTI,0.0,1.01,-0.2162,0.2112,17.44,0.0,1.39,2.29,Energy
TECK,0.35,0.81,-0.2966,1.0337,9.81,1.19,1.39,3.6,Basic Industries
TGP,3.4,0.83,-0.1734,0.7371,6.66,1.92,3.26,1.11,Consumer Services
TNK,6.12,0.35,-0.4974,0.0158,11.42,-30.15,0.66,5.81,Consumer Services
GCI,8.18,1.0,-0.5032,0.0712,85.93,0.0,0.27,6.49,Consumer Services
TGNA,2.36,2.22,-0.0968,0.3439,12.85,1.4,1.53,1.89,Consumer Services
TEO,2.88,3.8,-0.0347,0.47119999999999995,18.92,1.54,1.38,1.05,Public Utilities
TI,0.0,0.88,-0.052000000000000005,0.3914,11.79,0.0,0.97,0.42,Consumer Services
TDY,0.0,2.88,-0.0412,0.41969999999999996,25.8,0.85,2.12,4.98,Capital Goods
TFX,0.68,4.08,-0.047400000000000005,0.47369999999999995,41.76,2.01,4.69,8.53,Health Care
VIV,0.25,1.07,-0.1007,0.2509,19.57,6.9,1.75,4.53,Public Utilities
TEF,10.47,2.58,-0.0326,0.38159999999999994,22.25,0.0,0.98,2.51,Public Utilities
TDE,0.0,0.67,-0.034,0.0592,12.92,0.0,0.04,0.0,Public Utilities
TDJ,0.0,0.68,-0.024300000000000002,0.0507,12.98,0.0,0.06,0.0,Public Utilities
TDS,2.21,0.74,-0.1552,0.1551,42.8,-7.26,0.61,1.43,Public Utilities
TU,4.5,3.38,-0.0040999999999999995,0.1264,21.63,4.85,2.14,12.21,Public Utilities
TS,2.64,1.59,-0.1634,0.23579999999999998,75.93,5.1,4.32,4.46,Basic Industries
TNC,1.19,4.53,-0.0794,0.41479999999999995,33.1,1.87,1.53,5.32,Technology
TEN,0.44,4.6,-0.1993,0.2754,8.55,0.81,0.34,4.6,Capital Goods
TDC,0.0,3.92,-0.1417,0.1784,22.31,7.14,1.64,11.05,Technology
TX,3.87,1.08,-0.0592,0.4963,6.79,4.42,0.67,0.64,Basic Industries
TNH,4.79,4.97,-0.3323,0.0118,9.88,0.0,3.53,1.53,Basic Industries
TRNO,2.45,1.96,-0.0073,0.3776,152.05,6.54,14.08,2.66,Finance
TSO,2.61,1.8,-0.1032,0.201,13.91,1.62,0.39,4.65,Energy
TLLP,6.98,3.11,-0.1061,0.2502,30.65,1.12,4.34,1.99,Energy
TEVA,4.74,0.96,-0.495,0.015700000000000002,365.38,2.12,1.28,2.43,Health Care
TPL,0.12,52.76,-0.1409,0.855,51.26,0.0,32.25,0.55,Energy
TXT,0.17,2.31,-0.054400000000000004,0.4165,14.36,2.4,0.94,3.46,Capital Goods
BX,10.72,3.17,-0.013000000000000001,0.4512,16.09,0.44,3.51,5.17,Finance
SCHW,0.81,3.71,-0.0946,0.6584,28.03,1.25,6.77,2.67,Finance
THG,2.41,1.21,-0.10679999999999999,0.11900000000000001,29.23,-12.46,0.71,1.56,Finance
THGA,0.0,0.3759,-0.049977999999999995,0.067094,9.0411,0.0,0.2196,0.0,Finance
TRV,2.33,1.46,-0.0146,0.1954,12.16,14.24,1.25,4.33,Finance
TMO,0.35,3.1,-0.0013,0.247,31.63,1.76,3.61,2.47,Capital Goods
THR,0.0,1.93,-0.16949999999999998,0.0812,39.64,2.62,2.19,13.87,Energy
TPRE,0.0,0.89,-0.0253,0.1545,7.36,0.36,1.55,2.18,Finance
TRI,3.08,2.51,-0.048,0.1454,10.35,1.7,2.86,1.7,Consumer Services
THO,1.44,3.52,-0.21030000000000001,0.5221,15.8,3.4,0.82,3.54,Consumer Non-Durables
TIER,4.33,1.11,-0.1234,0.17190000000000003,9.78,0.0,3.45,3.48,Consumer Services
TIF,1.93,3.5,-0.1142,0.5122,23.93,2.6,2.67,3.72,Consumer Services
TLYS,0.0,1.72,-0.3362,0.8488,20.8,1.73,0.51,2.53,Consumer Services
TSU,0.66,1.33,-0.09699999999999999,0.659,30.98,1.04,1.47,2.64,Public Utilities
TWX,1.64,3.02,-0.0152,0.4364,18.9,1.48,2.58,2.64,Consumer Services
TKR,2.38,2.68,-0.1092,0.6052000000000001,29.31,2.87,1.32,3.42,Capital Goods
TJX,1.66,10.84,-0.09699999999999999,0.0564,21.45,1.8,1.48,1.82,Consumer Services
TOL,0.85,1.38,-0.050300000000000004,0.47840000000000005,15.4,1.06,1.14,2.39,Capital Goods
TR,0.99,3.17,-0.11960000000000001,0.0725,33.62,0.0,4.3,43.96,Consumer Non-Durables
BLD,0.0,2.04,-0.0129,0.865,33.81,0.0,1.1,2.54,Basic Industries
TMK,0.79,1.87,-0.0541,0.3086,16.35,2.27,2.22,4.59,Finance
TTC,1.05,11.83,-0.0304,0.6199,29.89,1.46,2.93,5.73,Capital Goods
TD,3.27,1.78,-0.1233,0.154,13.49,2.6,3.69,1.92,Finance
TOT,5.03,1.24,-0.0313,0.2029,17.78,25.6,0.95,3.5,Energy
TSS,0.67,5.12,-0.0105,0.2891,32.86,1.59,2.38,1.46,Miscellaneous
TOWR,1.88,2.08,-0.2311,0.2507,10.39,0.65,0.25,1.31,Capital Goods
TSQ,0.0,0.48,-0.22210000000000002,0.38630000000000003,12.96,0.85,0.36,3.46,Consumer Services
TM,3.3,1.01,-0.1305,0.0885,9.94,0.0,0.64,5.25,Capital Goods
TAC,2.17,0.85,-0.096,0.5067,40.36,29.56,0.91,27.6,Public Utilities
TRP,3.67,2.74,-0.0555,0.1441,100.45,5.14,4.19,4.22,Public Utilities
TLP,6.76,2.16,-0.1267,0.166,18.32,5.39,4.1,0.77,Energy
RIG,0.0,0.24,-0.42619999999999997,0.1014,5.75,-4.29,1.05,5.03,Energy
TGS,0.0,11.55,-0.0784,1.7333,23.87,0.0,4.31,0.28,Public Utilities
TRU,0.0,5.71,-0.0046,0.4903,47.21,2.0,4.46,2.62,Finance
TRR,0.0,3.29,0.0,1.9694999999999998,31.28,0.0,1.05,3.86,Consumer Services
TREC,0.0,1.58,-0.2804,0.09230000000000001,19.4,0.0,1.21,9.79,Energy
TG,2.72,1.67,-0.377,0.0741,25.08,0.0,0.63,5.33,Capital Goods
TREX,0.0,11.51,-0.1974,0.5785,25.62,0.89,3.76,4.05,Basic Industries
TPH,0.0,1.09,-0.1204,0.20679999999999998,11.53,0.8,0.84,5.92,Capital Goods
TNET,0.0,50.11,-0.0803,0.7323000000000001,28.05,1.1,0.68,3.93,Miscellaneous
TRN,1.77,1.0,-0.1401,0.5064,13.58,2.21,0.93,7.97,Capital Goods
TSE,1.85,5.36,-0.1054,0.6464,8.42,1.64,0.73,1.69,Basic Industries
GTS,0.0,0.46,-0.3809,0.0519,42.21,9.21,0.14,12.13,Finance
TNP,4.51,0.26,-0.3093,0.1505,11.9,-1.58,0.75,3.47,Transportation
TUP,3.83,13.46,-0.049800000000000004,0.4012,15.78,1.26,1.61,7.58,Consumer Non-Durables
TPB,0.0,8.49,-0.0958,1.5255,12.81,0.0,1.37,2.98,Consumer Non-Durables
TRQ,0.0,0.64,-0.2842,0.0794,27.2,0.0,4.62,3.85,Basic Industries
TPC,0.0,0.83,-0.1985,0.4654,14.11,1.14,0.26,7.94,Basic Industries
TWO,9.95,1.02,-0.0128,0.2705,6.82,1.26,5.5,2.75,Consumer Services
TYL,0.0,6.57,-0.03,0.2213,53.6,2.72,8.19,7.98,Technology
TSN,1.55,2.18,-0.24280000000000002,0.047,12.19,3.95,0.58,3.54,Consumer Non-Durables
USB,2.16,2.07,-0.0913,0.3368,15.58,2.54,4.44,2.45,Finance
USPH,1.27,4.43,-0.1859,0.22210000000000002,32.9,2.93,2.27,12.19,Health Care
UBS,5.15,1.12,-0.08410000000000001,0.35960000000000003,16.33,1.06,2.06,1.52,Finance
UCP,0.0,0.87,-0.1333,0.6014,8.65,2.86,0.24,2.77,Capital Goods
UGI,1.96,2.79,-0.0125,0.2065,19.01,2.74,1.48,4.06,Public Utilities
UGP,2.49,4.5,-0.058899999999999994,0.2688,26.14,2.1,0.52,1.56,Public Utilities
UA,0.0,3.93,-0.5792,0.059800000000000006,45.63,8.58,1.62,3.92,Consumer Non-Durables
UAA,0.0,4.25,-0.5593,0.073,49.72,3.4,1.75,9.51,Consumer Non-Durables
UFI,0.0,1.42,-0.2046,0.11699999999999999,15.16,0.89,0.79,3.91,Consumer Non-Durables
UNF,0.11,2.0,-0.0535,0.33270000000000005,24.43,2.79,1.88,6.24,Consumer Services
UN,2.7,9.04,-0.0067,0.4697,28.44,0.0,2.8,1.08,Basic Industries
UL,2.77,8.82,-0.0058,0.429,27.77,0.0,2.73,0.61,Basic Industries
UNP,2.21,4.48,-0.0398,0.34909999999999997,21.13,1.54,4.35,2.8,Transportation
UAL,0.0,3.0,-0.0087,1.1719,12.71,1.88,0.69,3.79,Transportation
UDR,3.24,3.43,-0.0078000000000000005,0.16899999999999998,34.04,-4.0,10.54,5.52,Consumer Services
UMC,4.44,0.69,-0.023700000000000002,0.1839,15.26,0.92,0.99,9.54,Technology
UPS,3.13,171.98,-0.121,0.0385,27.04,2.13,1.49,2.66,Transportation
URI,0.0,5.37,-0.1721,0.7994,16.48,0.94,1.62,4.78,Technology
USM,0.0,0.92,-0.1487,0.17629999999999998,51.4,1.76,0.86,2.79,Public Utilities
UZB,0.0,0.62,-0.045599999999999995,0.08800000000000001,34.88,0.0,0.58,0.0,Public Utilities
UTX,2.16,3.55,-0.008100000000000001,0.2576,18.97,2.81,1.7,2.88,Capital Goods
UNH,1.4,4.1,-0.0078000000000000005,0.3407,22.72,1.22,0.91,2.33,Health Care
UTL,3.01,2.24,-0.0297,0.2712,23.24,5.09,1.76,4.81,Public Utilities
UVV,3.3,1.29,-0.2118,0.25379999999999997,74.66,0.0,0.8,9.52,Consumer Services
UHT,3.61,4.61,-0.0183,0.3618,21.96,0.0,13.51,5.26,Consumer Services
UHS,0.34,2.4,-0.1677,0.16399999999999998,15.84,1.7,1.14,2.73,Health Care
UVE,2.25,2.19,-0.1507,0.43270000000000003,8.43,0.0,1.26,22.72,Finance
UNM,1.76,1.14,-0.1038,0.5123,11.06,1.59,0.93,3.57,Finance
UE,3.59,4.99,-0.203,0.025099999999999997,19.79,5.04,6.63,10.44,Finance
UBA,5.57,1.83,-0.2556,0.0333,34.99,3.66,5.98,3.72,Consumer Services
UBP,5.72,1.5779,-0.261296,0.048528,30.5449,0.0,5.1602,2.02,Consumer Services
USFD,0.0,2.55,-0.0027,0.34340000000000004,29.03,1.48,0.28,1.86,Consumer Non-Durables
USAC,13.07,1.41,-0.1886,0.17579999999999998,198.15,-55.41,3.7,1.17,Public Utilities
USNA,0.0,4.45,-0.5710000000000001,0.2245,16.25,1.63,1.54,7.9,Consumer Durables
USDP,9.6,7.4841,-0.20264,0.571374,12.2294,0.0,2.9741,0.59,Transportation
USG,0.0,2.09,-0.1777,0.2024,8.45,1.45,1.36,9.8,Capital Goods
VFC,3.16,4.95,-0.1772,0.11779999999999999,21.9,2.19,1.78,7.67,Consumer Non-Durables
MTN,1.69,5.58,0.0,0.6133,44.82,3.05,4.77,3.83,Consumer Services
VALE,3.4,1.04,-0.2709,1.2156,9.37,0.25,1.37,2.33,Basic Industries
VLO,4.43,1.43,-0.12539999999999998,0.3321,13.66,0.51,0.37,3.7,Energy
VLP,3.76,23.74,-0.1075,0.1702,15.19,2.69,8.01,9.16,Energy
VR,2.84,1.13,-0.0892,0.1804,15.2,-9.17,1.75,3.4,Finance
VLY,3.82,1.33,-0.1076,0.3475,17.33,3.25,4.39,7.33,Finance
VMI,1.03,3.29,-0.11259999999999999,0.2151,18.55,1.98,1.29,2.22,Capital Goods
VAL,1.32,8.36,-0.0007000000000000001,0.1574,26.86,5.3,2.12,0.0,Basic Industries
VNTV,0.0,7.37,-0.0611,0.2354,50.7,1.31,2.74,5.38,Miscellaneous
VAR,0.0,6.96,-0.0828,0.272,31.58,2.51,2.76,9.96,Health Care
VVC,2.73,2.85,-0.0102,0.3164,23.2,4.27,2.05,2.31,Public Utilities
VEC,0.0,2.6,-0.1532,1.3696000000000002,13.77,0.0,0.28,1.67,Consumer Services
VEDL,7.85,1.02,-0.1176,1.5164,12.79,0.0,0.85,3.47,Capital Goods
VEEV,0.0,11.93,-0.015300000000000001,1.0771,107.6,3.61,14.54,5.73,Technology
VTR,4.61,2.29,-0.1331,0.18469999999999998,33.83,5.38,6.86,3.5,Consumer Services
VRTV,0.0,1.28,-0.2899,0.3035,46.11,0.33,0.08,12.76,Consumer Services
VZ,5.1,7.87,-0.20420000000000002,0.019299999999999998,15.16,4.89,1.5,1.92,Public Utilities
VZA,0.0,4.64,-0.0636,0.0571,8.92,0.0,0.88,0.0,Public Utilities
VRS,0.0,0.16,-0.705,0.08259999999999999,2.3,0.0,0.05,2.24,Basic Industries
VVI,0.92,2.43,-0.1116,0.47119999999999995,15.74,1.26,0.69,1.74,Miscellaneous
VCO,2.58,1.51,-0.1355,0.0294,17.7,0.0,1.21,0.92,Consumer Non-Durables
VIPS,0.0,8.14,-0.2608,0.2495,25.43,37.01,0.88,3.51,Consumer Services
V,0.69,8.19,-0.0074,0.2924,38.17,1.66,13.21,6.32,Miscellaneous
VSH,1.53,1.48,-0.0625,0.4127,43.19,0.9,1.01,18.77,Capital Goods
VPG,0.0,1.33,-0.10279999999999999,0.4851,29.53,1.29,1.02,4.14,Capital Goods
VC,0.0,5.82,-0.0626,0.5904,28.62,1.02,1.0,2.32,Capital Goods
VST,0.0,0.95,-0.4061,0.1104,24.9,0.0,1.16,0.0,Public Utilities
VSI,0.0,0.59,-0.6441,0.0268,14.8,-3.46,0.21,11.22,Consumer Non-Durables
